sep=;
"Time";"measurement.Radon";"measurement.Pressure"
"2019-11-09T03:10:00+00:00";14.801499999999999;null
"2019-11-09T03:20:00+00:00";16.195249999999998;102.24269999999999
"2019-11-09T03:30:00+00:00";17.54275;102.23889999999999
"2019-11-09T03:40:00+00:00";18.887750000000004;102.23419999999999
"2019-11-09T03:50:00+00:00";20.276500000000006;102.22909999999999
"2019-11-09T04:00:00+00:00";21.709000000000007;102.22317499999998
"2019-11-09T04:10:00+00:00";23.141500000000008;102.21807499999998
"2019-11-09T04:20:00+00:00";24.57400000000001;102.21382499999999
"2019-11-09T04:30:00+00:00";25.52850000000001;102.21087499999999
"2019-11-09T04:40:00+00:00";25.961250000000014;102.20877499999999
"2019-11-09T04:50:00+00:00";26.535250000000012;102.207025
"2019-11-09T05:00:00+00:00";27.294250000000016;102.205075
"2019-11-09T05:10:00+00:00";28.256750000000018;102.20394999999999
"2019-11-09T05:20:00+00:00";29.40425000000002;102.202675
"2019-11-09T05:30:00+00:00";30.551750000000016;102.20185
"2019-11-09T05:40:00+00:00";31.513750000000016;102.2002
"2019-11-09T05:50:00+00:00";32.568500000000014;102.19807499999999
"2019-11-09T06:00:00+00:00";33.716000000000015;102.195225
"2019-11-09T06:10:00+00:00";34.97600000000001;102.191925
"2019-11-09T06:20:00+00:00";36.46525000000001;102.188125
"2019-11-09T06:30:00+00:00";37.86200000000001;102.18525000000001
"2019-11-09T06:40:00+00:00";39.34875000000001;102.181725
"2019-11-09T06:50:00+00:00";40.879250000000006;102.17817500000001
"2019-11-09T07:00:00+00:00";42.3635;102.17432500000001
"2019-11-09T07:10:00+00:00";43.85025;102.171075
"2019-11-09T07:20:00+00:00";45.29325000000001;102.16832500000001
"2019-11-09T07:30:00+00:00";46.648500000000006;102.164625
"2019-11-09T07:40:00+00:00";47.865;102.160325
"2019-11-09T07:50:00+00:00";48.836;102.155225
"2019-11-09T08:00:00+00:00";49.557249999999996;102.1506
"2019-11-09T08:10:00+00:00";49.992;102.1466
"2019-11-09T08:20:00+00:00";50.195499999999996;102.18105
"2019-11-09T08:30:00+00:00";50.195499999999996;102.21549999999999
"2019-11-09T08:40:00+00:00";50.39899999999999;102.24905
"2019-11-09T08:50:00+00:00";50.195499999999996;102.282825
"2019-11-09T09:00:00+00:00";50.140249999999995;102.31604999999999
"2019-11-09T09:10:00+00:00";50.25274999999999;102.35479999999998
"2019-11-09T09:20:00+00:00";50.50399999999999;102.39249999999998
"2019-11-09T09:30:00+00:00";50.64274999999999;102.431125
"2019-11-09T09:40:00+00:00";50.505999999999986;102.4666
"2019-11-09T09:50:00+00:00";50.40924999999999;102.500125
"2019-11-09T10:00:00+00:00";50.23374999999999;102.525
"2019-11-09T10:10:00+00:00";50.19224999999999;102.54105
"2019-11-09T10:20:00+00:00";50.52524999999999;102.552025
"2019-11-09T10:30:00+00:00";51.05274999999999;102.55415
"2019-11-09T10:40:00+00:00";51.968749999999986;102.5613
"2019-11-09T10:50:00+00:00";53.31449999999999;102.56252500000001
"2019-11-09T11:00:00+00:00";54.706749999999985;102.5556
"2019-11-09T11:10:00+00:00";55.90974999999999;102.54884999999999
"2019-11-09T11:20:00+00:00";56.779249999999976;102.54099999999998
"2019-11-09T11:30:00+00:00";57.60199999999999;102.5319
"2019-11-09T11:40:00+00:00";58.22149999999998;102.48355
"2019-11-09T11:50:00+00:00";58.49899999999998;102.43464999999999
"2019-11-09T12:00:00+00:00";58.49899999999998;102.38612499999999
"2019-11-09T12:10:00+00:00";58.79499999999998;102.33539999999999
"2019-11-09T12:20:00+00:00";58.69324999999999;102.284875
"2019-11-09T12:30:00+00:00";58.33074999999999;102.22865
"2019-11-09T12:40:00+00:00";57.6905;102.173625
"2019-11-09T12:50:00+00:00";57.050250000000005;102.117925
"2019-11-09T13:00:00+00:00";56.50250000000001;102.064375
"2019-11-09T13:10:00+00:00";55.924;102.012925
"2019-11-09T13:20:00+00:00";55.433749999999996;101.971875
"2019-11-09T13:30:00+00:00";54.96849999999999;101.939475
"2019-11-09T13:40:00+00:00";54.24125;101.91192500000001
"2019-11-09T13:50:00+00:00";53.2995;101.89275
"2019-11-09T14:00:00+00:00";51.96925;101.86922500000001
"2019-11-09T14:10:00+00:00";50.2045;101.85285000000002
"2019-11-09T14:20:00+00:00";48.22525;101.84627500000002
"2019-11-09T14:30:00+00:00";46.097500000000004;101.840275
"2019-11-09T14:40:00+00:00";44.21025;101.83500000000001
"2019-11-09T14:50:00+00:00";42.563750000000006;101.83227500000001
"2019-11-09T15:00:00+00:00";41.25925000000001;101.83187500000003
"2019-11-09T15:10:00+00:00";40.29675000000001;101.83232500000003
"2019-11-09T15:20:00+00:00";39.611750000000015;101.83400000000002
"2019-11-09T15:30:00+00:00";39.03775000000001;101.83702500000001
"2019-11-09T15:40:00+00:00";38.898750000000014;101.84162500000001
"2019-11-09T15:50:00+00:00";38.61200000000001;101.84787500000002
"2019-11-09T16:00:00+00:00";38.31600000000002;101.85552500000001
"2019-11-09T16:10:00+00:00";37.930000000000014;101.86415000000002
"2019-11-09T16:20:00+00:00";37.40525000000001;101.87427500000003
"2019-11-09T16:30:00+00:00";36.77875000000002;101.88417500000003
"2019-11-09T16:40:00+00:00";36.059750000000015;101.89337500000002
"2019-11-09T16:50:00+00:00";35.373500000000014;101.90852500000003
"2019-11-09T17:00:00+00:00";34.75950000000002;101.93732500000002
"2019-11-09T17:10:00+00:00";34.211750000000016;101.95575000000002
"2019-11-09T17:20:00+00:00";33.57150000000002;101.97827500000002
"2019-11-09T17:30:00+00:00";32.88525000000002;102.00217500000002
"2019-11-09T17:40:00+00:00";32.265250000000016;102.02455000000002
"2019-11-09T17:50:00+00:00";31.645250000000015;102.05480000000003
"2019-11-09T18:00:00+00:00";30.88700000000001;102.09512500000002
"2019-11-09T18:10:00+00:00";30.03650000000001;102.14082500000002
"2019-11-09T18:20:00+00:00";29.13975000000001;102.15090000000001
"2019-11-09T18:30:00+00:00";28.19675000000001;102.16035000000001
"2019-11-09T18:40:00+00:00";27.530750000000005;102.16922500000001
"2019-11-09T18:50:00+00:00";27.049750000000007;102.178175
"2019-11-09T19:00:00+00:00";26.525000000000006;102.187025
"2019-11-09T19:10:00+00:00";26.148250000000008;102.195325
"2019-11-09T19:20:00+00:00";25.824500000000008;102.202775
"2019-11-09T19:30:00+00:00";25.637000000000008;102.21035
"2019-11-09T19:40:00+00:00";25.347750000000005;102.21790000000001
"2019-11-09T19:50:00+00:00";25.01225;102.225875
"2019-11-09T20:00:00+00:00";24.630250000000004;102.23330000000001
"2019-11-09T20:10:00+00:00";24.010250000000003;102.2356
"2019-11-09T20:20:00+00:00";23.298000000000002;102.22442500000001
"2019-11-09T20:30:00+00:00";22.3915;102.22395
"2019-11-09T20:40:00+00:00";21.53125;102.218675
