sep=;
"Time";"measurement.Radon";"measurement.Pressure"
"2019-10-04T03:50:00+01:00";3.4314999999999998;null
"2019-10-04T04:00:00+01:00";3.8335;null
"2019-10-04T04:10:00+01:00";4.3229999999999995;null
"2019-10-04T04:20:00+01:00";4.812499999999999;null
"2019-10-04T04:30:00+01:00";5.209499999999999;null
"2019-10-04T04:40:00+01:00";5.495499999999999;null
"2019-10-04T04:50:00+01:00";5.7204999999999995;null
"2019-10-04T05:00:00+01:00";5.9505;null
"2019-10-04T05:10:00+01:00";6.051499999999999;null
"2019-10-04T05:20:00+01:00";6.2764999999999995;null
"2019-10-04T05:30:00+01:00";6.501499999999998;null
"2019-10-04T05:40:00+01:00";6.812499999999998;null
"2019-10-04T05:50:00+01:00";7.153999999999999;null
"2019-10-04T06:00:00+01:00";7.4399999999999995;null
"2019-10-04T06:10:00+01:00";7.328999999999998;null
"2019-10-04T06:20:00+01:00";7.032999999999997;null
"2019-10-04T06:30:00+01:00";6.675999999999997;null
"2019-10-04T06:40:00+01:00";6.411499999999997;null
"2019-10-04T06:50:00+01:00";6.300499999999997;null
"2019-10-04T07:00:00+01:00";6.189499999999997;null
"2019-10-04T07:10:00+01:00";6.189499999999997;null
"2019-10-04T07:20:00+01:00";6.189499999999997;null
"2019-10-04T07:30:00+01:00";6.189499999999997;null
"2019-10-04T07:40:00+01:00";6.096999999999997;null
"2019-10-04T07:50:00+01:00";6.096999999999997;null
"2019-10-04T08:00:00+01:00";6.096999999999997;null
"2019-10-04T08:10:00+01:00";6.157999999999997;null
"2019-10-04T08:20:00+01:00";6.157999999999997;null
"2019-10-04T08:30:00+01:00";6.281999999999997;null
"2019-10-04T08:40:00+01:00";6.281999999999997;null
"2019-10-04T08:50:00+01:00";6.281999999999997;null
"2019-10-04T09:00:00+01:00";6.195999999999997;null
"2019-10-04T09:10:00+01:00";6.0174999999999965;null
"2019-10-04T09:20:00+01:00";5.894499999999996;null
